Year,Industry,Average Call Duration (min),Hold Time (sec),Abandonment Rate (%),ASA (sec),ACW (sec),Sentiment Score,CSAT (%),Churn Rate (%),First Call Resolution (FCR %),Average Waiting Time (AWT sec),Average Handle Time (AHT min),Call Transfer Rate (%)
2022,Retail,6.07,4.25,8.44,10.41,53.53,0.05,91.71,10.84,72.71,33.75,9.54,2.2
2023,Technology,4.49,4.86,6.43,13.44,43.44,0.48,81.72,13.99,81.64,23.41,11.89,5.91
2021,Transportation,6.87,5.69,7.95,10.46,46.91,0.14,91.71,5.7,81.8,32.08,8.89,8.42
2023,Transportation,6.85,4.4,6.7,11.6,60.58,0.96,95.97,8.48,93.53,40.77,7.6,5.81
2023,Telecommunications,3.95,4.85,9.51,12.19,64.8,0.37,72.92,7.54,75.12,48.14,10.48,6.28
2023,Finance,3.96,6.78,8.92,10.04,53.69,0.51,80.25,10.52,73.56,47.02,7.37,5.52
2022,Finance,4.02,3.81,9.24,9.41,60.5,0.3,99.84,6.95,93.49,20.1,7.21,7.06
2024,Technology,6.54,4.84,6.85,13.94,50.42,0.96,86.83,11.83,88.66,58.4,6.43,3.18
2022,Retail,5.28,6.5,9.35,7.49,60.14,0.77,92.68,13.37,93.14,30.07,7.2,8.47
2023,Transportation,5.45,3.28,7.98,13.25,72.57,0.21,90.45,5.99,78.71,59.13,6.81,8.42
2024,Telecommunications,3.12,3.7,7.36,11.91,62.3,0.09,89.83,10.05,81.71,25.7,6.8,5.03
2023,Telecommunications,4.06,3.82,7.28,6.04,30.7,0.15,70.69,7.66,84.04,47.31,11.35,2.98
2022,Transportation,5.6,4.94,9.43,8.88,63.15,0.33,79.77,12.56,73.61,24.95,9.86,3.23
2022,Retail,4.58,6.43,5.03,11.58,33.26,0.11,90.35,9.97,70.94,29.77,6.16,8.45
2021,Finance,4.94,5.6,6.12,14.13,36.19,0.43,87.68,10.52,83.24,47.43,8.14,2.21
2022,Transportation,5.09,3.29,5.73,12.06,31.56,0.86,70.18,9.28,93.35,55.59,10.17,4.8
2022,Healthcare,5.39,3.49,9.14,12.32,35.33,0.63,82.91,8.6,73.03,40.18,5.84,2.18
2023,Telecommunications,4.29,3.49,8.57,11.72,45.64,0.97,88.83,8.01,73.82,42.74,8.97,8.42
2022,Retail,5.72,5.73,8.73,11.28,54.27,0.52,86.52,8.55,73.86,23.63,11.09,3.25
2023,Technology,5.81,3.88,7.55,7.48,74.21,0.11,90.35,13.23,81.57,55.74,11.26,9.33
2023,Transportation,6.63,6.64,8.05,9.15,70.45,0.09,79.59,11.73,91.86,32.1,7.87,5.68
2021,Telecommunications,5.05,6.33,5.95,11.23,51.85,0.53,84.18,9.44,72.12,20.36,5.16,3.61
2021,Healthcare,5.05,4.89,7.76,7.83,71.87,0.4,98.59,10.04,77.95,50.98,10.57,6.94
2022,Retail,3.99,6.9,9.43,6.35,47.27,0.61,97.62,9.11,84.41,37.29,9.92,1.96
2024,Retail,5.66,5.79,9.34,9.19,48.49,0.95,91.3,6.64,85.3,41.65,5.76,7.23
2024,Retail,3.43,5.65,8.98,6.95,62.59,0.99,80.55,11.9,85.8,23.81,8.69,4.15
2021,Healthcare,4.16,6.13,5.3,10.34,31.17,0.05,73.2,7.99,73.34,22.92,7.47,1.96
2023,Transportation,3.96,3.65,9.38,14.43,42.38,0.19,75.39,14.29,85.24,20.88,10.14,4.89
2022,Transportation,6.07,3.1,8.28,5.42,56.07,0.51,74.52,12.85,79.15,33.24,10.71,7.67
2021,Finance,5.96,4.15,9.15,6.95,42.1,0.23,83.16,11.13,78.28,55.81,6.25,9.28
2022,Transportation,3.61,3.76,9.3,8.97,37.01,0.43,71.71,8.39,70.64,49.65,8.78,3.4
2022,Technology,3.91,6.07,5.44,14.08,50.84,0.11,78.74,10.28,86.9,42.27,8.95,5.14
2022,Retail,6.95,5.48,6.87,5.37,34.56,0.23,94.39,11.81,91.74,57.22,6.44,9.99
2022,Retail,3.58,5.62,9.0,7.84,67.41,0.62,95.99,14.93,84.35,30.11,11.45,5.1
2021,Finance,6.22,6.52,9.59,10.39,58.29,0.13,83.41,8.55,94.75,25.48,6.97,7.76
2021,Telecommunications,4.86,4.55,5.78,13.35,56.79,0.97,70.9,10.32,81.46,29.91,9.95,3.54
2024,Transportation,4.99,6.87,5.9,8.29,36.19,0.2,88.99,7.32,92.08,23.22,10.44,4.9
2022,Technology,5.96,6.32,8.13,13.45,58.47,0.44,72.37,10.73,71.58,32.62,5.45,2.76
2024,Transportation,3.92,3.6,7.12,13.38,34.44,0.59,70.35,9.13,73.78,27.1,8.54,3.51
2022,Telecommunications,6.48,3.18,7.98,7.91,77.01,0.87,80.57,11.65,72.97,38.63,6.31,4.08
2023,Telecommunications,6.32,6.38,8.49,8.92,64.67,0.51,75.74,9.8,79.98,52.78,10.74,5.15
2021,Transportation,5.27,4.18,8.19,8.52,74.12,0.86,96.03,5.5,72.23,23.08,7.07,9.66
2023,Retail,5.83,6.83,6.66,9.53,66.89,0.1,77.86,5.73,72.15,47.93,7.24,5.09
2021,Technology,4.15,4.59,8.52,6.47,74.88,0.38,71.97,9.0,93.03,30.39,7.33,4.36
2024,Healthcare,5.97,4.14,9.0,9.38,71.97,0.23,70.97,7.4,80.05,55.06,5.87,5.04
2022,Finance,5.74,3.66,9.02,12.87,62.18,0.91,71.57,8.9,89.38,22.67,10.58,9.94
2024,Finance,5.71,6.65,6.22,14.3,43.56,0.41,74.62,13.35,85.64,42.09,8.41,7.27
2022,Retail,4.59,4.44,9.78,11.43,78.47,0.88,73.95,14.04,91.83,43.47,11.24,5.91
2023,Finance,5.5,6.21,5.13,9.1,31.1,0.81,90.17,8.76,82.33,27.84,9.59,3.14
2021,Finance,5.84,3.57,9.51,11.47,71.69,0.37,98.73,14.29,79.33,50.79,7.49,7.61
2024,Healthcare,6.34,5.94,7.31,7.74,48.83,0.7,80.95,5.53,86.75,44.72,6.42,1.49
2022,Finance,5.86,3.24,9.3,8.47,54.92,0.12,90.4,14.57,88.93,55.51,6.29,5.41
2024,Healthcare,5.86,3.49,7.51,11.86,83.14,0.2,81.25,9.24,91.89,45.32,8.75,9.69
2023,Finance,3.08,6.12,9.31,10.68,84.49,0.88,83.98,12.24,76.59,29.96,8.77,5.53
2023,Transportation,4.13,6.33,8.13,9.7,31.2,0.87,74.87,11.77,77.63,31.59,5.43,5.48
2024,Retail,3.33,6.16,9.1,8.23,33.98,0.76,90.21,8.76,80.92,41.82,8.0,9.76
2021,Telecommunications,4.22,3.52,9.65,12.66,76.87,0.47,96.34,5.83,89.96,31.05,5.41,1.6
2022,Finance,6.85,5.16,5.21,14.59,42.17,0.13,83.86,6.34,81.45,37.24,9.85,3.99
2024,Telecommunications,5.44,5.77,6.45,14.61,52.54,0.02,76.38,5.21,83.92,32.11,10.34,1.47
2021,Telecommunications,5.28,6.89,9.33,5.42,50.53,0.95,71.72,8.58,79.97,43.62,9.19,8.03
2021,Transportation,4.82,3.11,6.86,9.63,47.26,0.59,73.97,7.71,79.17,59.56,11.88,5.19
2024,Finance,5.64,5.0,8.52,8.11,33.38,0.92,82.34,10.49,80.54,41.73,7.76,3.25
2024,Healthcare,6.13,4.33,5.01,9.74,67.0,0.94,98.75,13.62,74.86,21.66,9.58,2.16
2024,Transportation,4.99,6.65,6.12,5.59,65.84,0.86,98.41,9.28,73.39,50.55,9.25,4.27
2024,Retail,5.48,6.34,9.3,11.68,48.45,0.01,92.86,13.2,90.67,39.85,9.63,5.78
2023,Healthcare,4.56,4.64,5.61,12.02,64.43,0.96,95.73,13.97,81.02,52.32,5.68,8.97
2024,Finance,3.49,4.58,6.09,9.69,30.37,0.39,72.15,14.8,85.1,42.32,9.17,1.43
2024,Finance,6.42,3.88,5.54,6.06,73.96,0.55,95.59,5.31,90.04,22.85,11.64,2.48
2023,Transportation,4.82,5.14,9.34,8.74,31.96,0.08,96.91,10.45,73.61,24.94,8.42,7.83
2024,Finance,3.86,5.58,6.22,6.3,44.68,0.06,96.85,10.26,87.09,40.92,10.92,2.13
2022,Telecommunications,5.55,5.77,9.23,14.93,81.75,0.46,82.73,7.18,89.32,58.98,5.21,2.5
2023,Technology,5.91,6.64,8.64,9.5,54.42,0.32,92.31,11.63,82.12,59.29,10.77,1.67
2023,Technology,6.28,5.55,8.46,7.92,73.04,0.47,90.09,5.68,71.12,28.27,7.4,1.57
2023,Healthcare,5.38,4.71,7.75,11.64,59.65,0.58,79.55,8.13,88.54,49.73,10.57,4.13
2022,Technology,5.73,4.26,9.54,11.77,45.39,0.5,91.48,13.25,91.6,25.23,11.71,5.01
2023,Telecommunications,3.66,5.52,6.77,12.9,63.1,0.13,73.53,13.74,77.86,20.96,5.14,6.02
2023,Technology,4.03,3.32,9.44,10.68,82.3,0.2,83.34,14.48,91.66,31.6,6.09,9.66
2023,Finance,6.52,4.45,9.97,8.35,50.14,0.35,93.25,14.72,72.75,27.3,10.75,9.87
2022,Technology,3.06,6.4,7.06,6.69,44.5,0.19,74.11,14.03,70.94,35.86,8.59,9.19
2021,Finance,6.34,3.76,9.7,12.15,86.04,0.13,98.85,8.52,90.34,43.15,7.79,1.32
2022,Retail,5.67,4.96,6.47,12.03,53.91,0.51,73.97,9.72,79.94,32.95,5.61,3.77
2024,Technology,5.2,4.0,8.15,14.3,75.98,0.72,86.46,12.89,72.42,40.07,11.85,7.24
2023,Retail,6.7,6.45,5.5,12.74,59.48,0.83,78.11,12.63,83.82,41.59,8.52,8.45
2024,Healthcare,5.05,6.02,6.42,10.56,74.99,0.9,79.78,14.55,86.14,44.61,10.46,6.74
2021,Transportation,4.29,4.64,6.42,6.56,82.44,0.71,70.48,7.11,75.63,48.49,11.14,2.26
2023,Technology,6.51,4.43,8.22,10.08,31.51,0.95,87.77,12.09,87.58,56.31,6.98,6.51
2024,Telecommunications,3.7,4.51,5.69,9.88,54.8,0.09,90.98,14.3,80.46,35.49,11.27,9.76
2024,Telecommunications,6.34,4.97,7.74,13.79,76.37,0.06,73.86,13.59,76.14,57.79,11.4,1.42
2024,Retail,3.56,4.7,9.73,14.45,86.06,0.05,90.05,7.34,86.11,36.15,7.15,6.43
2021,Finance,4.03,4.81,9.46,14.11,83.38,0.42,95.34,9.38,76.54,58.51,9.46,3.92
2022,Healthcare,4.29,5.19,6.05,8.81,38.62,0.37,94.57,14.18,79.23,21.27,11.05,9.67
2022,Telecommunications,3.57,3.81,7.43,12.52,63.7,0.47,83.71,11.17,72.77,43.35,9.18,2.66
2021,Retail,4.21,3.19,9.05,7.26,40.19,0.88,86.41,9.4,70.7,31.8,5.61,2.82
2022,Healthcare,3.91,5.14,9.14,10.08,70.49,0.8,77.68,10.07,85.85,20.6,5.32,5.67
2022,Finance,6.69,3.28,9.08,14.61,30.85,0.55,86.0,10.95,76.78,45.54,5.18,1.63
2024,Telecommunications,4.17,5.28,9.54,10.75,67.9,0.44,72.79,8.02,78.18,36.6,11.5,9.87
2024,Technology,4.82,4.01,7.85,10.83,32.44,0.1,98.44,9.22,75.52,45.64,6.14,9.94
2023,Telecommunications,4.98,5.51,5.22,13.06,50.54,0.34,71.04,8.17,75.93,24.02,10.77,5.12
2023,Finance,6.0,4.92,7.2,13.81,40.91,0.93,81.49,14.82,82.02,44.89,10.08,4.01
2024,Technology,4.5,3.58,9.13,5.26,55.56,0.4,76.22,13.25,88.5,37.49,5.93,8.49
2022,Telecommunications,4.17,5.41,8.82,14.64,82.06,0.5,87.33,5.35,91.4,37.66,7.33,3.08
2024,Transportation,5.23,5.98,6.65,11.79,69.97,0.61,85.29,10.31,89.23,41.09,6.95,8.0
2021,Finance,3.64,3.26,7.65,8.8,50.28,0.97,82.12,8.02,71.89,32.76,9.35,1.11
2021,Retail,6.55,6.26,7.75,13.56,36.12,0.67,92.4,11.88,77.84,41.64,8.89,9.38
2022,Telecommunications,4.75,5.64,9.64,6.38,46.88,0.34,93.27,6.06,77.43,40.87,7.93,5.53
2022,Technology,4.45,6.55,6.7,14.34,66.98,0.3,98.84,6.68,90.36,20.53,11.8,6.97
2022,Retail,5.05,4.21,8.82,13.48,87.49,0.28,71.63,8.41,79.65,23.41,6.65,5.18
2023,Healthcare,3.98,6.29,6.01,14.2,76.73,0.1,89.77,11.14,94.65,55.27,5.16,3.08
2022,Transportation,5.12,4.1,5.11,8.03,77.39,0.21,90.91,12.36,84.71,44.12,7.09,9.57
2024,Retail,6.54,5.73,5.1,12.99,35.44,0.46,84.32,11.73,72.5,29.75,11.56,2.45
2024,Finance,4.5,3.81,8.75,10.59,86.02,1.0,85.34,6.82,79.75,46.56,10.92,3.51
2021,Healthcare,4.37,6.3,7.48,5.11,36.48,0.11,95.32,10.22,74.63,59.99,11.47,9.81
2024,Telecommunications,4.08,5.77,5.8,8.63,32.72,0.59,82.51,8.69,74.9,34.87,9.24,7.91
2021,Transportation,5.52,3.16,8.99,8.11,54.89,0.12,90.72,14.99,77.55,53.37,6.8,2.03
2022,Retail,5.81,4.82,7.02,12.08,56.1,1.0,95.46,9.34,72.28,49.33,7.37,5.07
2022,Transportation,5.79,6.98,7.06,14.38,59.43,0.39,90.93,5.24,91.75,42.18,11.62,7.46
2022,Technology,4.51,3.08,8.69,6.16,71.44,0.2,84.85,10.89,87.58,26.76,6.59,9.0
2022,Technology,5.23,3.15,7.12,9.72,57.4,0.19,97.17,8.51,75.58,46.53,6.2,2.2
2023,Finance,5.78,4.79,8.03,8.09,54.12,0.1,80.97,11.3,75.8,36.32,9.36,8.5
2023,Technology,4.92,5.77,5.25,14.91,56.17,0.24,77.8,13.38,70.69,52.04,11.63,3.47
2021,Finance,5.13,5.9,9.64,12.24,74.56,0.6,82.11,7.99,85.93,23.7,5.13,6.21
2023,Healthcare,6.17,3.51,8.26,6.14,77.27,0.03,91.12,6.62,91.34,42.68,11.66,9.71
2022,Healthcare,5.27,4.51,7.61,7.68,54.22,0.73,74.03,11.23,85.79,45.82,8.73,2.0
2021,Retail,3.57,5.99,6.87,8.64,61.66,0.49,73.07,12.29,78.94,27.88,6.93,2.03
2023,Transportation,4.18,6.32,8.12,14.2,49.52,0.23,81.63,11.88,70.41,57.66,6.15,2.79
2024,Finance,3.72,5.16,5.44,11.84,70.13,0.53,89.03,12.34,84.58,29.05,12.0,3.86
2024,Retail,4.88,5.35,6.22,11.11,72.86,0.71,85.31,6.81,91.69,59.83,10.69,8.46
2023,Healthcare,5.95,5.54,8.55,7.0,36.26,0.29,79.55,6.07,73.43,29.12,5.29,4.46
2022,Finance,6.75,3.14,5.93,13.9,81.17,0.08,86.34,6.21,74.19,57.47,10.68,7.98
2024,Telecommunications,3.83,4.87,9.01,13.52,52.39,0.42,94.06,7.93,75.55,31.82,10.98,2.84
2022,Transportation,4.28,6.24,6.32,12.73,84.04,0.96,79.03,9.74,92.13,58.98,10.16,9.61
2022,Healthcare,5.61,4.26,6.98,9.52,47.5,0.35,77.52,10.43,82.53,35.33,6.29,5.27
2024,Finance,4.92,6.05,5.01,12.92,67.24,0.31,98.27,11.37,83.28,37.87,7.36,4.14
2021,Healthcare,4.58,4.9,6.83,9.18,60.6,0.1,86.5,6.12,85.44,39.88,5.15,3.36
2024,Finance,6.86,6.71,8.49,8.15,70.84,0.23,80.44,14.47,79.3,32.29,11.21,6.88
2021,Finance,6.74,5.37,8.68,14.21,81.51,0.47,82.72,13.63,74.95,33.19,9.3,9.3
2023,Retail,5.43,6.19,9.33,9.11,34.47,0.67,99.43,8.34,86.43,21.09,10.55,5.78
2021,Transportation,5.7,6.49,8.71,6.68,89.38,0.74,79.65,11.23,72.8,30.78,8.92,2.41
2023,Telecommunications,6.0,3.4,9.29,8.89,54.36,0.35,95.68,13.79,77.18,20.41,9.14,2.87
2021,Healthcare,6.74,3.28,8.76,9.15,62.17,0.32,80.97,9.08,85.59,35.25,10.05,3.71
2023,Transportation,4.32,4.6,7.24,10.49,89.61,0.3,79.56,7.48,71.45,43.89,9.74,2.54
2024,Finance,6.31,5.72,5.23,9.43,74.23,0.53,95.71,9.4,88.68,33.67,10.23,1.54
2022,Finance,6.36,3.08,7.36,5.87,46.65,0.83,98.58,11.8,82.68,59.97,6.03,7.03
2024,Finance,6.57,3.14,6.45,9.39,75.97,0.02,83.15,13.26,85.7,39.51,5.32,5.02
2022,Telecommunications,6.52,4.99,5.68,8.44,85.49,0.46,93.98,7.9,73.76,49.1,5.68,4.77
2023,Retail,3.58,4.22,6.71,10.8,36.43,0.79,92.37,14.24,75.05,58.33,11.93,9.82
2022,Healthcare,6.04,6.42,8.41,14.07,56.75,0.74,73.4,13.26,88.44,47.28,6.07,5.31
2024,Telecommunications,6.26,6.28,8.37,9.67,46.31,0.47,89.29,8.91,78.03,24.72,10.22,6.02
2022,Finance,4.86,3.35,8.73,6.81,30.8,0.57,78.72,7.85,73.15,50.8,5.28,1.4
2024,Finance,4.43,3.27,9.6,5.69,87.06,0.41,97.19,12.32,94.28,49.73,11.95,3.49
2024,Retail,6.94,4.89,5.91,12.17,79.65,0.58,93.44,14.47,70.13,56.92,10.77,7.77
2024,Telecommunications,4.56,5.82,8.29,13.6,51.82,0.04,95.99,13.93,85.68,34.94,5.11,3.36
2021,Retail,6.81,4.56,8.02,8.44,88.49,0.19,93.47,9.44,70.58,57.53,9.37,7.5
2024,Finance,4.16,5.93,7.38,11.4,77.44,0.27,94.67,14.3,90.52,57.65,8.94,8.45
2022,Finance,5.84,5.69,9.84,12.19,33.97,0.12,87.9,14.17,74.48,26.9,7.59,7.71
2023,Telecommunications,6.71,5.09,7.51,7.11,67.95,0.59,74.06,12.68,78.18,38.89,7.38,7.69
2022,Retail,4.51,5.35,8.31,11.86,73.65,0.6,93.67,11.83,79.68,48.51,6.18,8.27
2023,Technology,4.14,3.2,9.64,14.12,86.53,0.39,81.19,10.67,71.0,21.39,11.76,8.76
2024,Telecommunications,6.03,3.56,9.49,8.65,37.53,0.01,88.18,5.5,93.96,22.63,9.09,4.83
2021,Retail,6.39,6.29,8.33,10.88,37.73,0.03,79.29,12.97,93.01,37.79,6.71,5.84
2023,Transportation,3.45,6.08,7.11,13.54,56.05,0.41,82.53,5.83,70.47,23.11,7.42,4.48
2024,Healthcare,3.78,4.82,6.89,9.31,79.42,0.05,71.19,12.82,94.29,21.88,9.29,4.13
2022,Transportation,3.82,4.84,7.41,9.97,48.44,0.15,81.59,8.67,91.75,37.15,6.43,7.87
2021,Telecommunications,4.43,6.31,6.56,10.73,66.54,0.82,81.89,5.95,92.15,32.32,7.18,6.66
2023,Healthcare,3.45,5.91,5.24,14.59,58.0,0.62,84.11,7.51,93.93,44.33,7.16,3.46
2022,Technology,6.52,4.0,7.78,8.17,65.46,0.21,88.86,6.96,93.22,44.56,8.42,5.55
2024,Technology,6.5,6.15,6.66,8.36,53.01,0.71,83.36,10.18,92.77,48.61,9.96,2.18
2021,Telecommunications,5.95,3.65,9.83,13.76,67.43,0.61,72.62,14.65,90.85,46.13,8.74,5.8
2024,Finance,5.36,3.53,8.56,11.64,79.7,0.4,84.24,12.93,89.08,27.06,7.53,4.11
2022,Transportation,3.4,4.48,7.92,5.17,72.73,0.1,84.03,11.15,73.22,47.57,6.82,5.62
2021,Retail,5.06,6.59,7.21,12.51,71.28,0.22,70.87,14.01,77.54,42.33,9.02,3.49
2023,Transportation,4.03,5.0,8.27,9.62,89.64,0.47,94.6,12.84,89.64,22.93,6.18,8.73
2022,Transportation,5.71,5.55,6.4,11.37,68.07,0.32,75.51,13.24,90.87,35.6,9.09,3.51
2024,Retail,5.47,3.32,9.35,14.3,82.05,0.22,88.38,6.31,70.04,46.02,9.72,8.34
2022,Retail,4.57,4.82,8.03,12.12,52.52,0.12,72.33,13.88,73.58,49.63,8.66,5.53
2021,Technology,7.0,6.0,6.54,6.06,71.28,0.26,90.8,8.69,92.38,38.81,10.84,8.6
2022,Finance,5.89,4.59,7.72,7.09,52.82,0.55,89.08,11.68,83.31,47.82,6.22,7.56
2023,Retail,6.8,6.46,9.23,6.02,67.51,0.2,70.18,13.76,94.02,56.81,11.95,5.37
2021,Healthcare,4.38,4.63,7.26,5.19,52.21,0.7,77.74,12.84,93.32,42.92,10.66,1.58
2021,Transportation,3.52,5.62,7.77,9.65,46.53,0.21,84.77,8.34,93.92,34.72,7.74,1.57
2023,Retail,4.53,3.68,6.77,10.52,34.69,0.02,74.87,14.54,80.26,38.57,11.7,7.54
2024,Retail,6.56,3.26,6.75,12.95,66.59,0.63,74.12,13.03,81.2,59.14,7.8,3.21
2022,Technology,6.59,3.93,8.04,5.56,39.44,0.46,70.76,11.31,91.26,49.61,6.59,5.93
2021,Technology,3.61,3.03,7.96,8.11,53.46,0.64,87.55,10.28,89.18,55.96,11.92,8.55
2022,Healthcare,6.58,6.56,5.39,12.12,52.93,0.07,83.21,8.75,71.37,58.22,10.52,2.27
2024,Transportation,5.34,6.89,5.22,9.13,34.43,0.64,88.58,12.84,71.43,22.01,10.19,5.22
2022,Technology,4.02,3.25,9.12,5.71,64.83,0.83,89.54,10.03,82.41,55.25,9.26,7.56
2022,Technology,5.67,5.23,5.95,10.02,83.37,0.94,90.2,12.55,79.37,31.31,9.89,3.61
2022,Retail,6.97,3.5,6.06,10.15,39.46,0.19,86.12,6.52,91.07,33.5,9.52,2.11
2022,Healthcare,6.11,5.57,7.68,8.62,65.73,0.08,74.85,14.78,71.09,24.27,6.59,6.96
2023,Healthcare,4.55,4.53,9.16,7.58,58.04,0.97,98.47,7.98,80.8,51.84,10.07,6.71
2023,Transportation,5.65,3.82,5.56,14.39,69.74,0.23,85.32,6.88,81.72,35.99,6.33,8.96
2022,Technology,5.08,5.67,7.75,9.96,52.31,0.94,88.24,5.67,88.39,42.08,5.29,7.89
2024,Telecommunications,3.66,5.85,8.91,10.23,48.87,0.04,89.26,12.74,94.28,21.35,9.68,2.8
2022,Finance,4.2,5.29,9.44,11.29,74.04,0.2,72.63,11.1,86.99,28.87,8.93,9.31
2022,Telecommunications,5.95,4.56,6.88,7.36,68.18,0.51,82.93,10.62,73.06,48.97,10.42,7.13
2023,Telecommunications,5.85,3.39,6.94,5.46,42.65,0.06,98.23,8.4,77.13,59.72,7.05,2.19
2023,Retail,6.27,3.74,5.5,8.74,83.15,0.33,94.2,12.11,86.82,55.8,9.04,7.33
2023,Retail,3.64,6.98,9.55,7.25,85.25,0.21,81.44,8.32,72.82,28.54,7.67,1.68
2024,Healthcare,6.76,5.82,9.82,7.04,53.31,0.16,99.38,9.93,91.1,29.6,6.04,6.82
2021,Healthcare,5.41,5.43,5.41,14.19,47.07,0.64,92.08,6.61,82.1,42.84,9.04,9.94
2022,Healthcare,3.32,3.75,8.21,6.6,43.85,0.45,91.36,9.8,82.6,54.64,5.05,1.01
2023,Retail,6.92,5.41,6.48,6.08,40.45,0.73,83.01,10.52,79.59,28.66,7.27,1.72
2022,Telecommunications,5.76,3.97,5.29,5.09,77.7,0.63,95.13,10.69,83.46,31.19,6.95,9.31
2023,Transportation,5.04,4.1,8.05,9.76,74.33,0.6,76.06,6.87,70.63,37.67,7.96,7.22
2024,Technology,5.19,3.38,9.15,7.62,83.63,0.72,84.29,6.17,92.19,25.69,9.99,6.78
2023,Retail,5.05,6.38,5.19,5.04,73.93,0.69,77.05,13.84,93.74,47.79,6.72,2.11
2023,Transportation,6.1,3.34,6.85,8.92,63.14,0.8,90.76,7.94,70.65,30.36,11.44,7.76
2022,Telecommunications,3.49,4.73,5.81,8.95,72.19,0.65,94.33,14.29,70.1,52.59,6.01,5.12
2023,Retail,4.3,3.96,9.52,7.88,84.26,0.38,97.69,10.51,87.92,35.27,9.15,7.18
2022,Finance,5.86,3.17,9.69,6.87,32.99,0.93,93.89,10.64,78.03,38.44,6.79,3.67
2021,Transportation,6.73,5.08,8.62,7.41,57.03,0.81,81.32,14.94,88.11,24.83,8.59,9.04
2023,Transportation,6.99,5.13,8.26,7.39,70.94,0.45,92.16,12.96,70.86,20.57,7.38,8.42
2023,Telecommunications,3.6,5.54,9.18,10.92,86.52,0.01,82.0,13.98,89.57,33.66,8.87,1.48
2022,Telecommunications,5.7,6.98,5.88,14.99,80.2,0.27,86.1,13.6,80.06,27.0,9.01,5.21
2022,Technology,5.51,5.55,5.92,6.66,76.36,0.3,93.19,14.09,89.63,47.13,8.21,4.63
2024,Healthcare,6.08,5.81,5.56,11.14,71.15,0.65,89.6,10.21,73.84,34.72,10.54,5.64
2021,Retail,4.53,5.56,7.79,11.54,49.56,0.13,75.58,11.5,75.86,44.8,10.49,6.21
2023,Finance,6.47,5.03,6.94,14.95,66.5,0.06,72.53,10.35,92.64,42.63,5.99,7.21
2021,Technology,3.15,5.64,7.76,10.03,89.22,0.67,89.09,6.16,80.76,51.05,11.43,8.36
2022,Telecommunications,3.33,3.14,9.91,11.13,73.88,0.7,76.65,7.03,86.22,32.91,7.09,1.48
2022,Technology,3.05,4.71,8.34,12.13,72.36,0.79,97.7,11.18,86.98,26.42,8.15,8.44
2024,Telecommunications,4.24,3.02,9.91,14.47,35.19,0.82,70.98,6.27,78.25,22.01,7.63,5.39
2021,Telecommunications,5.59,5.64,7.61,13.6,42.35,0.3,96.04,13.29,89.64,39.03,5.74,6.3
2023,Finance,6.93,3.9,5.42,6.63,52.13,0.33,82.81,14.84,92.03,22.83,7.12,1.01
2024,Transportation,5.08,4.8,8.23,13.82,75.57,0.66,73.93,7.7,77.45,55.94,8.25,2.74
2023,Healthcare,4.26,3.01,5.28,7.42,45.89,0.06,79.99,8.97,90.59,23.41,10.72,6.03
2024,Finance,4.5,5.42,8.97,7.49,76.47,0.6,75.12,13.06,94.84,46.73,8.45,5.92
2021,Transportation,3.92,4.51,9.39,8.34,34.45,0.2,81.37,10.26,86.9,28.58,10.95,1.44
2023,Telecommunications,6.43,3.66,9.3,9.32,74.1,0.59,84.31,12.74,76.16,50.12,5.07,5.74
2022,Technology,3.62,3.82,9.01,8.2,70.9,0.73,86.03,12.95,84.41,40.11,11.39,8.33
2023,Finance,3.87,3.41,7.5,13.76,66.34,0.54,92.89,14.61,92.83,30.9,10.17,5.01
2023,Transportation,6.49,6.63,8.97,11.14,63.2,0.34,78.52,10.38,93.89,23.34,9.36,1.23
2023,Transportation,6.38,5.89,7.6,12.91,39.68,0.34,94.37,14.59,79.86,28.9,6.43,6.42
2022,Technology,4.52,6.23,9.57,6.19,64.23,0.78,92.52,10.76,76.39,51.64,10.05,5.86
2021,Healthcare,6.79,6.0,6.71,5.26,84.1,0.44,96.58,5.07,82.55,58.74,6.7,4.15
2024,Finance,3.34,5.71,8.33,11.06,62.46,0.88,96.42,5.31,70.62,38.57,8.16,1.61
2024,Technology,5.1,4.83,9.06,6.76,42.08,0.75,90.92,7.63,74.48,23.13,5.21,7.04
2021,Healthcare,4.81,6.9,6.21,9.33,58.09,0.03,79.19,8.24,70.53,51.24,7.29,4.39
2021,Finance,6.68,5.51,9.22,10.94,73.38,0.04,76.53,14.34,89.96,54.91,11.36,2.41
2024,Transportation,4.53,6.16,9.32,13.68,49.29,0.48,93.88,9.26,72.16,26.82,6.95,6.61
2021,Retail,6.15,4.9,5.06,9.47,72.01,0.11,91.56,10.09,82.7,47.88,10.78,7.5
2023,Technology,4.82,5.96,6.54,8.39,60.09,0.2,79.73,7.53,73.13,47.28,9.56,9.58
2024,Retail,4.18,4.72,7.11,7.37,58.56,0.32,70.1,6.35,87.58,23.78,8.56,5.34
2024,Finance,4.49,6.18,8.17,5.17,58.96,0.59,72.75,11.37,79.91,26.43,6.56,8.63
2021,Technology,5.39,5.84,6.66,10.2,88.05,0.23,89.48,12.94,71.32,49.2,7.98,2.29
2022,Telecommunications,4.76,5.87,6.13,10.35,41.18,0.34,72.39,14.22,80.92,47.66,8.1,2.85
